Age_Group,City,Income_Range,Top_Speed_kmh,Range_km,Price_INR,Company_Model,Preference
young,Chennai,70k-90k,36,88,87890,Bajaj,1
young,Ahmedabad,70k-90k,63,79,170044,Honda,1
middle-aged,Bangalore,50k-70k,66,79,102031,KTM,1
middle-aged,Delhi,50k-70k,45,50,161798,Royal Enfield,0
middle-aged,Delhi,50k-70k,71,127,115688,Mahindra,0
old,Bangalore,90k-110k,69,100,158310,Kawasaki,0
young,Kolkata,70k-90k,69,50,163324,KTM,0
middle-aged,Pune,30k-50k,41,117,194714,Hero,1
young,Bangalore,50k-70k,45,117,194685,Bajaj,0
young,Hyderabad,30k-50k,47,97,112184,TVS,1
old,Chennai,30k-50k,43,125,121994,Kawasaki,1
old,Bangalore,50k-70k,70,123,156260,Mahindra,1
middle-aged,Mumbai,50k-70k,71,71,92114,Hero,1
middle-aged,Kolkata,50k-70k,65,86,192465,Royal Enfield,1
old,Mumbai,70k-90k,58,104,72552,Kawasaki,1
old,Mumbai,30k-50k,69,53,178418,Honda,1
young,Bangalore,90k-110k,66,75,47320,Kawasaki,0
young,Pune,30k-50k,77,64,195152,KTM,0
middle-aged,Bangalore,90k-110k,54,94,64187,Kawasaki,1
middle-aged,Pune,30k-50k,45,100,163712,Suzuki,1
old,Delhi,30k-50k,38,123,86531,Kawasaki,0
middle-aged,Pune,70k-90k,52,127,174697,Mahindra,1
young,Ahmedabad,90k-110k,42,106,103372,TVS,0
old,Mumbai,50k-70k,65,118,102453,TVS,0
young,Ahmedabad,50k-70k,73,97,124729,Royal Enfield,0
old,Bangalore,70k-90k,56,107,172501,Mahindra,0
old,Ahmedabad,50k-70k,64,71,100911,TVS,0
young,Delhi,30k-50k,45,117,101609,Mahindra,1
middle-aged,Hyderabad,70k-90k,44,105,146826,Suzuki,0
middle-aged,Mumbai,90k-110k,45,100,163712,Suzuki,1
middle-aged,Delhi,70k-90k,71,114,189693,Suzuki,0
middle-aged,Kolkata,30k-50k,59,82,152775,Kawasaki,0
young,Chennai,70k-90k,58,80,130008,Suzuki,1
old,Mumbai,30k-50k,44,74,148301,TVS,0
young,Bangalore,70k-90k,40,69,98545,Honda,0
middle-aged,Pune,90k-110k,63,56,91734,Royal Enfield,0
middle-aged,Kolkata,90k-110k,77,55,82192,Royal Enfield,1
young,Ahmedabad,50k-70k,47,118,121707,Hero,0
old,Hyderabad,30k-50k,43,67,83080,Bajaj,0
young,Delhi,50k-70k,75,81,190109,TVS,1
young,Chennai,70k-90k,38,98,95690,Hero,1
young,Pune,70k-90k,58,119,50212,Suzuki,1
old,Mumbai,70k-90k,45,125,114283,TVS,0
young,Chennai,70k-90k,39,93,121108,Royal Enfield,1
young,Ahmedabad,90k-110k,61,118,90766,Mahindra,1
middle-aged,Kolkata,70k-90k,53,58,62051,Royal Enfield,0
young,Ahmedabad,90k-110k,51,67,133299,Suzuki,1
middle-aged,Chennai,50k-70k,41,125,181844,TVS,0
middle-aged,Ahmedabad,90k-110k,71,55,99006,Mahindra,1
middle-aged,Mumbai,90k-110k,56,107,172501,Mahindra,0
old,Kolkata,30k-50k,63,65,185129,Yamaha,1
middle-aged,Delhi,70k-90k,73,101,185154,Honda,1
young,Mumbai,70k-90k,49,103,135679,Bajaj,0
young,Chennai,70k-90k,66,109,73960,Mahindra,0
middle-aged,Mumbai,50k-70k,52,61,92113,KTM,1
middle-aged,Ahmedabad,70k-90k,62,67,44370,Kawasaki,1
young,Ahmedabad,70k-90k,57,77,158360,Bajaj,0
middle-aged,Ahmedabad,70k-90k,66,103,100321,Royal Enfield,0
old,Kolkata,30k-50k,60,102,135713,Yamaha,0
middle-aged,Chennai,90k-110k,62,114,120478,KTM,1
old,Delhi,30k-50k,48,67,70382,Bajaj,0
old,Hyderabad,70k-90k,50,107,164938,Hero,0
old,Hyderabad,90k-110k,60,102,128146,Royal Enfield,0
middle-aged,Pune,30k-50k,69,92,92458,Yamaha,0
old,Bangalore,70k-90k,57,90,142843,Honda,1
old,Delhi,70k-90k,44,55,48055,Royal Enfield,1
middle-aged,Mumbai,30k-50k,52,55,83451,Royal Enfield,0
old,Bangalore,90k-110k,64,119,167199,Hero,0
middle-aged,Pune,90k-110k,47,100,67572,TVS,1
young,Pune,30k-50k,57,55,78743,TVS,0
old,Ahmedabad,70k-90k,73,116,121567,Bajaj,1
middle-aged,Kolkata,90k-110k,76,100,93777,Bajaj,1
young,Pune,30k-50k,69,76,54737,Mahindra,1
old,Hyderabad,30k-50k,78,78,55600,Honda,1
old,Chennai,30k-50k,36,104,140090,Royal Enfield,0
middle-aged,Ahmedabad,90k-110k,53,114,95990,Hero,0
young,Chennai,50k-70k,55,111,127251,Honda,1
middle-aged,Kolkata,50k-70k,61,59,162972,Honda,0
old,Pune,50k-70k,66,59,74985,Mahindra,0
old,Mumbai,50k-70k,68,118,117643,Mahindra,1
old,Delhi,50k-70k,58,104,72552,Kawasaki,0
old,Ahmedabad,70k-90k,44,115,177669,KTM,1
young,Hyderabad,30k-50k,37,71,122209,Suzuki,1
young,Bangalore,50k-70k,46,124,130673,Kawasaki,0
middle-aged,Kolkata,90k-110k,70,89,54976,Suzuki,0
middle-aged,Ahmedabad,30k-50k,59,104,129053,Honda,1
middle-aged,Pune,90k-110k,49,107,121511,Yamaha,0
old,Mumbai,90k-110k,48,113,195667,Yamaha,0
middle-aged,Ahmedabad,90k-110k,54,110,46881,Bajaj,1
young,Mumbai,70k-90k,69,118,58026,Yamaha,0
middle-aged,Bangalore,90k-110k,68,61,94818,TVS,1
middle-aged,Ahmedabad,30k-50k,47,68,66948,Honda,0
young,Kolkata,30k-50k,77,84,112653,TVS,1
young,Delhi,70k-90k,69,117,156255,Royal Enfield,0
old,Hyderabad,70k-90k,44,64,82897,Bajaj,0
young,Delhi,30k-50k,61,96,84477,Honda,0
young,Kolkata,30k-50k,37,55,68074,Mahindra,0
middle-aged,Chennai,90k-110k,45,80,193666,KTM,1
young,Hyderabad,90k-110k,58,74,114382,Suzuki,0
old,Pune,70k-90k,36,64,171385,Suzuki,1
middle-aged,Delhi,50k-70k,77,90,64566,Bajaj,0
old,Chennai,90k-110k,41,120,184791,Kawasaki,1
young,Kolkata,90k-110k,42,66,96127,Yamaha,0
old,Pune,50k-70k,69,77,153236,Kawasaki,1
old,Mumbai,90k-110k,53,91,183045,Royal Enfield,1
young,Kolkata,50k-70k,72,121,156454,KTM,0
young,Mumbai,50k-70k,59,82,97997,Yamaha,1
middle-aged,Ahmedabad,30k-50k,65,121,138296,TVS,1
middle-aged,Kolkata,50k-70k,61,96,84477,Honda,1
middle-aged,Hyderabad,50k-70k,46,64,118233,Hero,0
young,Chennai,70k-90k,61,75,126793,Hero,0
old,Pune,70k-90k,42,98,75017,Royal Enfield,1
old,Chennai,70k-90k,51,65,68596,Mahindra,0
middle-aged,Pune,90k-110k,77,126,64951,KTM,0
middle-aged,Hyderabad,70k-90k,48,57,94755,Honda,0
young,Kolkata,30k-50k,49,73,103055,Bajaj,1
old,Mumbai,30k-50k,76,83,54715,Honda,0
middle-aged,Kolkata,30k-50k,77,106,143525,Yamaha,0
young,Mumbai,90k-110k,71,100,138120,Honda,0
middle-aged,Chennai,50k-70k,36,72,158930,Bajaj,1
young,Bangalore,50k-70k,43,71,187377,KTM,0
old,Delhi,30k-50k,55,114,180606,TVS,0
young,Chennai,50k-70k,55,110,85340,Royal Enfield,1
middle-aged,Kolkata,50k-70k,37,124,149575,Yamaha,0
middle-aged,Kolkata,50k-70k,39,81,166761,Yamaha,0
old,Mumbai,90k-110k,70,61,165906,Honda,0
old,Delhi,50k-70k,77,71,70853,Royal Enfield,1
middle-aged,Pune,50k-70k,48,95,57746,Suzuki,1
middle-aged,Chennai,90k-110k,37,114,68363,Yamaha,0
middle-aged,Hyderabad,70k-90k,35,87,117601,Yamaha,1
old,Delhi,30k-50k,76,83,54715,Honda,0
middle-aged,Ahmedabad,90k-110k,61,90,153034,Hero,0
old,Delhi,90k-110k,76,111,146547,Mahindra,1
middle-aged,Chennai,30k-50k,55,117,178967,Yamaha,0
young,Mumbai,50k-70k,78,87,119930,Hero,0
young,Pune,50k-70k,69,126,141382,Royal Enfield,0
middle-aged,Mumbai,90k-110k,72,126,149736,KTM,0
young,Hyderabad,70k-90k,67,81,66694,Kawasaki,0
old,Mumbai,30k-50k,69,66,61152,Mahindra,1
young,Bangalore,70k-90k,62,106,44209,Kawasaki,1
young,Delhi,90k-110k,58,90,104624,Suzuki,1
old,Bangalore,70k-90k,60,121,127707,Yamaha,0
young,Mumbai,90k-110k,43,57,75629,Yamaha,1
young,Pune,30k-50k,68,74,44364,TVS,1
middle-aged,Chennai,70k-90k,64,109,186012,Kawasaki,1
old,Delhi,70k-90k,53,125,146654,Suzuki,1
old,Chennai,30k-50k,45,104,66149,Royal Enfield,0
middle-aged,Kolkata,30k-50k,68,90,118723,Hero,1
middle-aged,Delhi,90k-110k,55,80,81310,Suzuki,1
young,Chennai,90k-110k,36,109,106175,Yamaha,0
young,Mumbai,90k-110k,65,104,54292,Bajaj,1
young,Bangalore,90k-110k,35,123,194348,KTM,1
middle-aged,Chennai,90k-110k,39,110,152500,Suzuki,0
old,Hyderabad,30k-50k,67,83,169882,TVS,0
young,Pune,70k-90k,63,82,181934,Mahindra,1
middle-aged,Ahmedabad,50k-70k,50,75,49574,Hero,1
old,Kolkata,50k-70k,58,57,198596,TVS,0
middle-aged,Mumbai,90k-110k,74,79,56419,Bajaj,0
young,Hyderabad,50k-70k,74,53,141037,Royal Enfield,1
middle-aged,Kolkata,70k-90k,48,61,196215,Mahindra,0
middle-aged,Pune,70k-90k,46,72,153071,Bajaj,0
middle-aged,Pune,90k-110k,58,103,95672,Suzuki,0
middle-aged,Bangalore,50k-70k,38,66,82712,KTM,0
old,Ahmedabad,30k-50k,66,90,65301,Suzuki,0
young,Kolkata,30k-50k,63,80,159158,Kawasaki,1
old,Pune,90k-110k,48,78,153381,Honda,1
middle-aged,Chennai,70k-90k,75,55,97693,Bajaj,1
middle-aged,Pune,50k-70k,60,53,135891,Honda,1
young,Pune,70k-90k,63,125,145545,Yamaha,1
young,Ahmedabad,90k-110k,40,108,76813,Mahindra,0
old,Chennai,70k-90k,39,101,95468,Suzuki,0
old,Mumbai,50k-70k,42,86,57777,Bajaj,0
young,Bangalore,70k-90k,52,100,56780,Honda,0
old,Bangalore,90k-110k,37,86,175632,Kawasaki,0
middle-aged,Delhi,30k-50k,48,119,127591,Kawasaki,0
middle-aged,Hyderabad,30k-50k,63,100,162647,KTM,0
young,Delhi,50k-70k,37,81,168232,Royal Enfield,1
old,Chennai,90k-110k,47,66,46670,Hero,0
middle-aged,Pune,90k-110k,50,115,199021,Hero,1
young,Kolkata,70k-90k,69,51,66419,Hero,1
old,Pune,30k-50k,55,55,174431,Bajaj,1
middle-aged,Pune,50k-70k,41,112,79169,KTM,1
old,Kolkata,50k-70k,44,67,64202,Honda,0
old,Mumbai,50k-70k,41,124,182905,Suzuki,0
old,Bangalore,70k-90k,74,103,61948,KTM,1
young,Ahmedabad,90k-110k,73,123,115743,Royal Enfield,0
middle-aged,Chennai,50k-70k,57,91,194492,Yamaha,0
young,Kolkata,70k-90k,68,118,78622,Honda,1
middle-aged,Ahmedabad,50k-70k,67,66,153384,Royal Enfield,0
middle-aged,Delhi,70k-90k,55,82,151532,Suzuki,1
young,Chennai,30k-50k,64,90,141091,Royal Enfield,1
young,Mumbai,70k-90k,45,60,136476,Royal Enfield,0
middle-aged,Chennai,90k-110k,44,107,185779,Suzuki,1
middle-aged,Kolkata,30k-50k,76,90,144417,Mahindra,0
middle-aged,Hyderabad,30k-50k,54,72,168279,Bajaj,1
old,Mumbai,50k-70k,65,88,80674,Mahindra,1
middle-aged,Pune,30k-50k,69,107,69570,Honda,0
young,Delhi,70k-90k,51,92,175042,Honda,1
young,Delhi,90k-110k,74,66,70442,Kawasaki,1
young,Kolkata,30k-50k,76,93,188735,Yamaha,0
middle-aged,Mumbai,90k-110k,47,80,160603,Yamaha,1
middle-aged,Delhi,70k-90k,70,100,70505,Hero,0
old,Ahmedabad,70k-90k,59,87,86464,Yamaha,1
old,Mumbai,90k-110k,74,87,86623,Suzuki,1
young,Chennai,70k-90k,42,61,65329,Hero,1
old,Hyderabad,90k-110k,44,73,105260,Honda,1
old,Bangalore,50k-70k,63,122,187588,Kawasaki,0
young,Bangalore,70k-90k,49,73,103055,Bajaj,0
middle-aged,Bangalore,50k-70k,61,106,95999,Kawasaki,0
old,Delhi,30k-50k,67,79,68502,KTM,0
middle-aged,Kolkata,30k-50k,67,65,148320,KTM,1
young,Bangalore,50k-70k,55,59,64092,Mahindra,1
young,Pune,30k-50k,57,82,184118,Kawasaki,1
old,Hyderabad,30k-50k,76,53,76317,Honda,1
young,Kolkata,30k-50k,76,87,130799,Kawasaki,1
young,Hyderabad,30k-50k,64,109,191776,Honda,0
young,Bangalore,70k-90k,61,92,156743,Honda,1
old,Ahmedabad,30k-50k,52,57,148292,Hero,0
old,Chennai,70k-90k,69,93,76535,KTM,0
old,Ahmedabad,90k-110k,62,76,188338,Royal Enfield,1
young,Ahmedabad,30k-50k,52,112,47271,Honda,0
middle-aged,Hyderabad,90k-110k,48,70,80404,Kawasaki,1
young,Bangalore,50k-70k,44,115,177669,KTM,1
old,Ahmedabad,50k-70k,49,116,80519,Bajaj,1
middle-aged,Kolkata,70k-90k,52,110,146320,Yamaha,1
middle-aged,Delhi,50k-70k,77,96,114880,TVS,0
old,Hyderabad,70k-90k,68,94,177692,Mahindra,1
middle-aged,Ahmedabad,90k-110k,72,67,173198,Yamaha,1
middle-aged,Pune,90k-110k,37,53,69523,Hero,1
old,Ahmedabad,30k-50k,68,58,96137,Mahindra,0
middle-aged,Chennai,90k-110k,65,110,100022,TVS,1
middle-aged,Kolkata,50k-70k,43,69,188867,Mahindra,1
old,Mumbai,70k-90k,51,121,56055,Mahindra,0
middle-aged,Bangalore,70k-90k,57,95,110617,Bajaj,1
middle-aged,Chennai,30k-50k,55,68,186339,Mahindra,1
middle-aged,Delhi,30k-50k,70,73,89836,TVS,1
middle-aged,Hyderabad,50k-70k,47,99,78381,TVS,0
old,Mumbai,70k-90k,56,102,93810,Bajaj,1
young,Hyderabad,30k-50k,59,121,53569,Royal Enfield,0
young,Bangalore,90k-110k,70,57,154160,Suzuki,1
middle-aged,Chennai,50k-70k,55,101,130310,Honda,0
old,Pune,90k-110k,75,88,44296,Kawasaki,1
old,Kolkata,70k-90k,64,104,119791,Royal Enfield,1
middle-aged,Hyderabad,30k-50k,36,108,90940,Mahindra,1
young,Bangalore,50k-70k,49,106,139042,KTM,0
middle-aged,Chennai,50k-70k,47,63,67762,Hero,0
old,Bangalore,30k-50k,43,67,170812,Mahindra,0
old,Pune,30k-50k,57,53,151338,Royal Enfield,1
young,Chennai,70k-90k,77,62,49495,Mahindra,0
old,Kolkata,90k-110k,69,77,153236,Kawasaki,1
old,Bangalore,90k-110k,47,64,187084,Honda,0
old,Hyderabad,90k-110k,35,99,131421,Kawasaki,0
young,Chennai,70k-90k,76,82,197373,KTM,1
old,Hyderabad,30k-50k,48,87,168010,Bajaj,0
middle-aged,Mumbai,50k-70k,60,103,61221,Royal Enfield,1
young,Delhi,90k-110k,45,92,192345,Yamaha,1
middle-aged,Pune,30k-50k,50,50,141243,Royal Enfield,1
middle-aged,Chennai,90k-110k,57,112,120870,Honda,0
young,Hyderabad,70k-90k,70,57,130155,Honda,0
middle-aged,Ahmedabad,70k-90k,75,101,99797,Suzuki,0
young,Ahmedabad,30k-50k,64,76,191631,Suzuki,0
middle-aged,Chennai,70k-90k,39,124,148647,Bajaj,1
young,Chennai,50k-70k,72,117,55351,Hero,0
old,Ahmedabad,70k-90k,73,126,119622,KTM,1
old,Bangalore,50k-70k,68,70,161674,Suzuki,1
middle-aged,Pune,90k-110k,69,111,123732,Bajaj,0
old,Delhi,70k-90k,43,90,60978,Suzuki,0
young,Pune,50k-70k,41,66,148085,TVS,0
middle-aged,Bangalore,90k-110k,36,95,126867,Royal Enfield,0
old,Hyderabad,90k-110k,60,114,109886,Honda,1
old,Chennai,90k-110k,69,56,184061,Royal Enfield,0
middle-aged,Pune,90k-110k,36,70,99856,Honda,1
old,Chennai,30k-50k,44,61,97450,Suzuki,0
old,Delhi,50k-70k,58,95,121257,Kawasaki,1
middle-aged,Mumbai,30k-50k,73,87,61669,TVS,0
old,Bangalore,90k-110k,61,95,48023,Kawasaki,1
old,Mumbai,70k-90k,53,111,117686,Honda,0
old,Pune,50k-70k,57,111,183032,Hero,1
old,Chennai,50k-70k,49,50,55528,Honda,1
middle-aged,Hyderabad,90k-110k,66,107,55294,Hero,0
young,Hyderabad,70k-90k,56,79,78457,KTM,0
young,Chennai,70k-90k,68,78,71007,Kawasaki,1
old,Kolkata,50k-70k,52,65,75385,Suzuki,0
old,Kolkata,30k-50k,76,62,119147,Yamaha,0
young,Mumbai,70k-90k,73,62,148672,Hero,1
old,Kolkata,50k-70k,46,71,159074,Honda,1
young,Hyderabad,70k-90k,38,60,125099,Hero,1
middle-aged,Pune,90k-110k,51,65,66936,Honda,0
middle-aged,Ahmedabad,70k-90k,50,123,193634,Suzuki,0
middle-aged,Delhi,30k-50k,75,52,117438,TVS,1
middle-aged,Pune,30k-50k,71,74,146951,TVS,0
middle-aged,Mumbai,30k-50k,49,127,81136,Suzuki,1
middle-aged,Pune,50k-70k,39,71,112371,KTM,1
young,Kolkata,70k-90k,35,101,169342,KTM,1
old,Kolkata,30k-50k,35,121,52328,Honda,0
young,Delhi,90k-110k,49,127,81136,Suzuki,1
middle-aged,Ahmedabad,90k-110k,44,92,123472,Kawasaki,1
old,Pune,90k-110k,69,54,78413,Honda,1
old,Delhi,50k-70k,60,96,163967,Suzuki,1
middle-aged,Hyderabad,30k-50k,47,78,140213,Bajaj,1
middle-aged,Mumbai,30k-50k,47,83,177089,Honda,1
middle-aged,Bangalore,70k-90k,67,104,167791,Honda,0
middle-aged,Ahmedabad,50k-70k,53,104,91657,KTM,0
middle-aged,Pune,90k-110k,49,89,199146,Mahindra,1
middle-aged,Hyderabad,70k-90k,75,92,128667,Mahindra,0
old,Hyderabad,90k-110k,36,89,85964,TVS,0
middle-aged,Pune,90k-110k,74,68,95012,Royal Enfield,0
middle-aged,Delhi,30k-50k,46,103,196131,Bajaj,0
old,Kolkata,70k-90k,35,121,52328,Honda,0
young,Mumbai,50k-70k,59,85,144931,Honda,0
middle-aged,Bangalore,90k-110k,46,125,97502,Kawasaki,0
old,Pune,30k-50k,73,116,181980,Bajaj,0
old,Mumbai,30k-50k,38,94,178854,Kawasaki,0
young,Kolkata,90k-110k,69,76,45214,Royal Enfield,1
middle-aged,Ahmedabad,30k-50k,35,78,148143,Suzuki,0
middle-aged,Bangalore,30k-50k,42,68,68714,Kawasaki,0
middle-aged,Bangalore,90k-110k,57,109,44559,KTM,0
old,Hyderabad,50k-70k,66,56,139310,TVS,1
middle-aged,Delhi,90k-110k,74,85,51869,Kawasaki,0
middle-aged,Chennai,70k-90k,35,94,95428,KTM,1
middle-aged,Kolkata,90k-110k,66,109,185964,Hero,1
middle-aged,Chennai,90k-110k,59,98,163107,Royal Enfield,1
young,Kolkata,50k-70k,61,83,166431,TVS,1
young,Mumbai,90k-110k,43,52,46580,Hero,1
young,Chennai,90k-110k,70,103,113351,TVS,1
middle-aged,Hyderabad,30k-50k,54,66,88324,Honda,1
middle-aged,Pune,90k-110k,43,124,140494,KTM,0
old,Ahmedabad,50k-70k,60,92,90219,Suzuki,0
old,Hyderabad,30k-50k,68,79,135038,Honda,0
old,Hyderabad,90k-110k,57,121,171677,TVS,1
middle-aged,Pune,30k-50k,76,67,48134,Royal Enfield,0
young,Pune,70k-90k,50,120,102706,KTM,0
young,Bangalore,90k-110k,36,71,52007,Suzuki,0
young,Delhi,90k-110k,55,120,175756,KTM,0
middle-aged,Hyderabad,30k-50k,55,71,131908,Bajaj,1
young,Kolkata,90k-110k,60,62,46431,Yamaha,0
old,Delhi,90k-110k,49,90,193277,Honda,1
old,Kolkata,50k-70k,57,118,52314,Hero,0
young,Pune,90k-110k,53,107,151460,Suzuki,1
old,Bangalore,50k-70k,78,72,160361,Hero,0
young,Bangalore,70k-90k,60,108,69032,TVS,1
young,Bangalore,70k-90k,71,74,136038,Suzuki,1
old,Bangalore,30k-50k,55,81,105750,Royal Enfield,0
old,Hyderabad,30k-50k,41,84,97171,Hero,0
old,Bangalore,30k-50k,50,121,166863,KTM,1
old,Pune,30k-50k,48,70,166002,Bajaj,1
young,Delhi,90k-110k,67,77,90936,TVS,0
old,Mumbai,50k-70k,68,89,74531,Bajaj,0
old,Chennai,30k-50k,63,107,150410,Mahindra,0
middle-aged,Delhi,70k-90k,68,105,144468,Suzuki,0
old,Pune,90k-110k,42,68,68714,Kawasaki,0
old,Ahmedabad,50k-70k,45,112,144819,Suzuki,1
young,Chennai,50k-70k,55,94,109888,Bajaj,1
young,Mumbai,30k-50k,53,104,91657,KTM,0
middle-aged,Kolkata,30k-50k,45,120,187988,Hero,1
old,Hyderabad,50k-70k,67,74,86968,Honda,1
old,Mumbai,70k-90k,52,110,146320,Yamaha,1
old,Mumbai,30k-50k,56,88,124770,TVS,0
old,Ahmedabad,50k-70k,53,58,62051,Royal Enfield,0
old,Pune,90k-110k,69,119,109030,Honda,1
old,Hyderabad,50k-70k,72,107,102847,Bajaj,1
middle-aged,Kolkata,30k-50k,66,89,64104,Kawasaki,1
old,Chennai,90k-110k,40,106,139696,Yamaha,1
old,Hyderabad,70k-90k,50,50,169555,Bajaj,0
old,Bangalore,50k-70k,46,114,182761,Bajaj,1
middle-aged,Ahmedabad,50k-70k,64,103,192572,Royal Enfield,1
old,Kolkata,50k-70k,65,102,154814,Mahindra,0
middle-aged,Kolkata,90k-110k,51,55,100235,Yamaha,1
young,Mumbai,30k-50k,54,113,183596,Royal Enfield,0
old,Kolkata,50k-70k,59,85,144931,Honda,0
middle-aged,Hyderabad,90k-110k,71,58,50861,Mahindra,1
young,Delhi,50k-70k,38,75,68154,KTM,0
middle-aged,Hyderabad,30k-50k,76,87,198169,TVS,0
middle-aged,Bangalore,90k-110k,74,50,166984,Bajaj,0
young,Ahmedabad,70k-90k,39,66,102047,KTM,0
old,Hyderabad,50k-70k,69,119,196540,Kawasaki,0
old,Mumbai,30k-50k,75,126,111061,Suzuki,1
middle-aged,Chennai,70k-90k,48,65,88458,Hero,1
young,Chennai,30k-50k,56,85,85256,Yamaha,1
old,Chennai,70k-90k,74,109,60940,Honda,1
middle-aged,Chennai,30k-50k,69,126,110425,Kawasaki,1
young,Chennai,70k-90k,66,75,165465,Kawasaki,1
middle-aged,Mumbai,90k-110k,58,52,116908,Bajaj,1
young,Delhi,70k-90k,73,76,85708,Suzuki,1
old,Delhi,30k-50k,78,94,115667,KTM,1
old,Chennai,50k-70k,44,55,148194,Suzuki,0
middle-aged,Delhi,70k-90k,62,110,56963,Honda,0
old,Bangalore,30k-50k,48,106,125371,Suzuki,0
old,Delhi,50k-70k,72,97,168277,Bajaj,1
young,Hyderabad,90k-110k,57,93,136906,Bajaj,1
old,Kolkata,90k-110k,57,91,194492,Yamaha,1
young,Chennai,50k-70k,35,86,171769,Honda,1
young,Hyderabad,30k-50k,41,115,135228,Bajaj,0
middle-aged,Kolkata,30k-50k,65,55,61790,Hero,0
young,Kolkata,70k-90k,38,93,149280,Suzuki,0
old,Chennai,90k-110k,67,86,98225,Suzuki,1
young,Pune,90k-110k,35,94,86372,Royal Enfield,1
young,Mumbai,90k-110k,40,108,177268,TVS,1
middle-aged,Pune,90k-110k,58,86,115820,Honda,1
old,Delhi,30k-50k,74,50,166984,Bajaj,0
old,Pune,90k-110k,67,94,127071,KTM,1
old,Bangalore,50k-70k,77,110,181444,Hero,1
young,Pune,30k-50k,73,81,122315,Honda,0
old,Pune,50k-70k,43,88,64607,Bajaj,1
old,Mumbai,50k-70k,70,115,155491,Kawasaki,0
young,Ahmedabad,30k-50k,48,53,156333,Kawasaki,1
middle-aged,Bangalore,50k-70k,78,120,172676,Bajaj,0
middle-aged,Pune,50k-70k,61,105,161399,Yamaha,1
young,Chennai,70k-90k,54,65,185463,Mahindra,1
middle-aged,Delhi,90k-110k,66,122,173070,KTM,1
middle-aged,Pune,50k-70k,68,99,181605,Honda,0
middle-aged,Mumbai,70k-90k,78,113,143340,Royal Enfield,1
old,Chennai,70k-90k,56,111,73717,Hero,1
middle-aged,Mumbai,90k-110k,37,107,142408,KTM,0
old,Kolkata,70k-90k,73,73,94762,Suzuki,0
middle-aged,Pune,70k-90k,77,99,129693,Mahindra,1
old,Delhi,50k-70k,43,125,89510,TVS,1
young,Delhi,90k-110k,70,113,147376,KTM,1
young,Ahmedabad,90k-110k,42,111,172614,TVS,0
middle-aged,Chennai,50k-70k,67,94,127071,KTM,0
old,Chennai,30k-50k,59,76,132553,Bajaj,0
young,Chennai,70k-90k,44,64,82897,Bajaj,1
young,Delhi,50k-70k,53,65,94893,Kawasaki,1
young,Pune,70k-90k,60,119,165123,Hero,0
young,Kolkata,90k-110k,70,120,64372,Yamaha,1
middle-aged,Delhi,90k-110k,78,78,55600,Honda,1
old,Chennai,70k-90k,70,93,74988,TVS,0
young,Bangalore,90k-110k,78,71,143468,Royal Enfield,0
middle-aged,Pune,90k-110k,42,96,71843,Kawasaki,0
young,Ahmedabad,30k-50k,52,113,132478,Honda,1
young,Kolkata,90k-110k,51,96,126315,TVS,0
young,Delhi,90k-110k,35,59,142575,Bajaj,1
young,Bangalore,70k-90k,78,94,115667,KTM,1
middle-aged,Ahmedabad,50k-70k,42,109,170865,Suzuki,1
old,Pune,90k-110k,39,98,55953,Suzuki,1
middle-aged,Ahmedabad,90k-110k,35,123,194348,KTM,0
middle-aged,Hyderabad,50k-70k,36,78,53079,KTM,0
middle-aged,Hyderabad,50k-70k,60,92,44694,Kawasaki,1
young,Kolkata,50k-70k,43,122,68624,Mahindra,1
old,Hyderabad,70k-90k,45,66,151112,KTM,0
young,Delhi,90k-110k,38,106,140881,Bajaj,0
middle-aged,Hyderabad,90k-110k,66,110,88484,Suzuki,0
young,Pune,50k-70k,54,90,94903,Hero,1
old,Pune,30k-50k,73,123,61165,Yamaha,1
old,Chennai,70k-90k,52,70,74348,Suzuki,1
young,Delhi,50k-70k,74,94,72690,Mahindra,1
middle-aged,Pune,50k-70k,69,126,66113,Honda,1
young,Kolkata,90k-110k,74,104,87539,Bajaj,0
middle-aged,Chennai,30k-50k,55,59,75007,Suzuki,1
old,Pune,70k-90k,58,98,198195,Mahindra,1
young,Mumbai,30k-50k,41,51,63689,Honda,1
old,Ahmedabad,30k-50k,47,53,69395,Kawasaki,1
middle-aged,Bangalore,90k-110k,56,95,163304,Hero,0
middle-aged,Pune,50k-70k,63,116,63643,Hero,1
young,Hyderabad,50k-70k,62,92,137789,Bajaj,0
young,Chennai,30k-50k,39,84,116379,Hero,0
young,Chennai,70k-90k,46,103,135656,TVS,1
old,Kolkata,70k-90k,74,93,66912,Honda,0
middle-aged,Pune,90k-110k,57,111,183032,Hero,0
middle-aged,Pune,70k-90k,44,127,116258,KTM,0
old,Kolkata,90k-110k,72,122,134135,Hero,1
young,Bangalore,30k-50k,43,96,188378,Yamaha,0
young,Ahmedabad,70k-90k,44,98,190930,KTM,1
old,Kolkata,50k-70k,67,74,175743,Honda,0
middle-aged,Chennai,30k-50k,67,121,198404,Hero,1
middle-aged,Bangalore,90k-110k,39,104,145026,Yamaha,0
middle-aged,Hyderabad,30k-50k,63,75,181145,KTM,1
middle-aged,Bangalore,30k-50k,36,71,52007,Suzuki,1
old,Delhi,90k-110k,60,124,71632,Bajaj,1
middle-aged,Chennai,70k-90k,68,61,94818,TVS,0
